,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,Date,Ticker,Return
1588,-7.9464846,-7.8977275,-8.601257,-8.679538,-8.085338,-8.173357,-8.639271,-8.940261,-4.4655085,-4.917257,2022-05-09,AAPL,-0.033752475
1589,-8.35048,-8.36339,-9.055966,-9.031437,-8.452324,-8.550373,-9.295833,-9.01479,-5.292219,-5.796609,2022-05-10,AAPL,0.01598364
1590,-8.505106,-8.4686985,-9.245693,-9.15296,-8.523881,-8.632815,-9.173565,-9.2624655,-6.0600514,-5.927138,2022-05-11,AAPL,-0.053233393
1591,-7.9429092,-8.034669,-8.684497,-8.589853,-7.9792624,-7.929808,-8.841775,-8.5276165,-4.154891,-4.613197,2022-05-12,AAPL,-0.027262464
1592,-7.2219653,-7.3188972,-7.8924785,-7.93827,-7.5163317,-7.5048695,-8.121276,-8.30622,-2.6668534,-3.8680124,2022-05-13,AAPL,0.03141764
1593,-8.6877985,-8.729917,-9.304564,-9.463644,-8.471948,-8.829705,-9.067877,-9.272791,-5.8561172,-5.4643497,2022-05-16,AAPL,-0.0107296435
1594,-8.630282,-8.635897,-9.306686,-9.340457,-8.949115,-9.089873,-9.6250925,-9.65973,-5.5258865,-6.453992,2022-05-17,AAPL,0.025104785
1595,-9.01783,-8.985843,-9.739101,-9.68362,-9.145839,-9.337211,-9.7750435,-9.907296,-6.4981494,-6.890817,2022-05-18,AAPL,-0.05807327
1596,-8.826065,-8.840379,-9.636798,-9.414008,-8.924823,-8.764911,-10.019719,-9.33215,-6.5144815,-7.132151,2022-05-19,AAPL,-0.024950067
1597,-8.133479,-8.178148,-8.847987,-8.805712,-7.963651,-8.109338,-8.75127,-8.570486,-4.9812927,-4.620071,2022-05-20,AAPL,0.0017458359
1598,-8.295291,-8.364061,-8.967087,-9.010254,-8.19503,-8.387508,-8.88474,-8.891626,-5.344171,-5.2280354,2022-05-23,AAPL,0.039335318
1599,-8.289796,-8.343109,-8.764209,-9.263318,-8.3941765,-8.49958,-8.706292,-9.71056,-4.7954473,-5.191248,2022-05-24,AAPL,-0.019403014
1600,-8.409025,-8.441315,-9.121923,-9.082804,-8.405472,-8.3432,-9.136162,-9.062434,-5.5164785,-5.6538925,2022-05-25,AAPL,0.0011392767
1601,-8.59761,-8.706203,-9.220307,-9.366549,-8.686673,-8.7499,-9.118472,-9.734609,-5.403917,-5.951394,2022-05-26,AAPL,0.022934526
1602,-9.086349,-9.120395,-9.428518,-10.325005,-8.929306,-8.900764,-9.125763,-10.653235,-5.8801913,-6.310922,2022-05-27,AAPL,0.039948057
1603,-9.600857,-9.546858,-10.057567,-10.604239,-9.388037,-9.410265,-9.667973,-10.79793,-7.440006,-6.9254932,2022-05-31,AAPL,-0.005360506
1604,-8.659713,-8.742461,-9.296011,-9.413136,-8.949125,-9.031509,-9.60981,-9.675822,-5.293027,-6.8223333,2022-06-01,AAPL,-0.00087380275
1605,-8.88394,-8.895105,-9.609227,-9.545945,-8.9949875,-9.22768,-9.869792,-9.534457,-6.438354,-6.659097,2022-06-02,AAPL,0.0166715
1606,-9.182622,-9.197586,-9.801328,-9.956199,-9.403898,-9.367582,-9.7698345,-10.586586,-6.681525,-7.3701534,2022-06-03,AAPL,-0.039318595
1607,-9.041444,-9.105043,-9.756323,-9.71332,-8.977484,-8.9609785,-9.924311,-9.468457,-6.178473,-6.19368,2022-06-06,AAPL,0.0052140625
1608,-9.095858,-9.184733,-9.668979,-9.925425,-9.208234,-9.466092,-10.120804,-9.721546,-5.7256093,-6.78519,2022-06-07,AAPL,0.017433034
1609,-9.313364,-9.362679,-9.7848,-10.291807,-9.388961,-9.578345,-9.705965,-10.692115,-6.8216376,-6.6920695,2022-06-08,AAPL,-0.005056134
1610,-9.587687,-9.619452,-10.3477545,-10.218109,-9.408661,-9.322083,-10.193971,-10.017425,-7.402384,-7.3920035,2022-06-09,AAPL,-0.036617994
1611,-9.391962,-9.494869,-10.329822,-9.888661,-9.2772255,-9.413336,-10.550618,-9.605561,-7.226139,-7.197394,2022-06-10,AAPL,-0.03939459
1612,-8.936164,-8.95532,-9.772178,-9.504326,-9.065045,-9.202537,-10.31243,-9.403676,-6.365828,-6.877866,2022-06-13,AAPL,-0.039036963
1613,-8.403013,-8.4787035,-9.033469,-9.163046,-8.701481,-8.477413,-9.359697,-9.430821,-5.0503507,-6.4316454,2022-06-14,AAPL,0.0066505685
1614,-8.782069,-8.800395,-9.442956,-9.508552,-8.717061,-8.804555,-9.324052,-9.504493,-6.2148366,-6.147688,2022-06-15,AAPL,0.019911915
1615,-8.055641,-8.052079,-8.607078,-8.913949,-8.097221,-8.024898,-8.584918,-9.049238,-3.0237548,-4.0873938,2022-06-16,AAPL,-0.04045902
1616,-8.70264,-8.706932,-9.441504,-9.352068,-8.874863,-8.935332,-9.795565,-9.382757,-6.0134077,-6.5967784,2022-06-17,AAPL,0.011467139
1617,-8.520279,-8.606894,-9.118075,-9.318835,-8.573002,-8.791652,-9.016418,-9.599775,-5.485372,-5.4713306,2022-06-21,AAPL,0.032235526
1618,-9.286061,-9.260503,-9.738756,-10.296416,-9.036193,-9.243232,-9.228672,-10.77865,-6.4291716,-5.0491133,2022-06-22,AAPL,-0.0038345302
1619,-8.971036,-8.992332,-9.589198,-9.745249,-8.964084,-9.043667,-9.521147,-9.814793,-6.16427,-6.660038,2022-06-23,AAPL,0.02134428
1620,-9.023821,-9.045132,-9.706206,-9.727844,-9.321978,-9.288805,-9.940403,-10.095881,-6.4702454,-7.4459157,2022-06-24,AAPL,0.024221525
1621,-9.573039,-9.597354,-10.09677,-10.470274,-9.305735,-9.307319,-9.597947,-10.678555,-6.970611,-6.5778785,2022-06-27,AAPL,0.0
1622,-9.443578,-9.398744,-10.144384,-10.129121,-9.462617,-9.474045,-10.190425,-10.122263,-6.6885767,-7.6855564,2022-06-28,AAPL,-0.030242363
1623,-9.38819,-9.422645,-10.305521,-9.898321,-9.173664,-9.440401,-10.100684,-9.677399,-7.2874603,-6.399662,2022-06-29,AAPL,0.012939784
1624,-8.91071,-8.969165,-9.451288,-9.783966,-8.965977,-8.921189,-9.454959,-9.915952,-6.025262,-6.5980334,2022-06-30,AAPL,-0.018192204
1625,-8.529641,-8.585329,-9.170319,-9.278162,-8.457373,-8.531891,-9.174084,-9.127497,-4.904519,-5.840761,2022-07-01,AAPL,0.016035171
1626,-8.903615,-9.00235,-9.461853,-9.752751,-8.917138,-8.994342,-9.45701,-9.79138,-5.287216,-6.2760434,2022-07-05,AAPL,0.018753447
1627,-9.043247,-9.059906,-9.612854,-9.877375,-8.901857,-8.795522,-9.243552,-10.141681,-6.646696,-6.372466,2022-07-06,AAPL,0.009561378
1628,-8.804825,-8.976448,-9.399278,-9.607482,-8.703105,-8.618749,-9.210117,-9.625142,-5.6601233,-5.8919673,2022-07-07,AAPL,0.02371598
1629,-9.583962,-9.598597,-10.024421,-10.616055,-9.989107,-10.240648,-10.229786,-11.531317,-6.0483694,-7.7569623,2022-07-08,AAPL,0.0047036456
1630,-9.791013,-9.835228,-10.369463,-10.613735,-9.528896,-9.560824,-10.055024,-10.42266,-8.035913,-8.045372,2022-07-11,AAPL,-0.01486787
1631,-9.755158,-9.793661,-10.607535,-10.310978,-9.73985,-9.987007,-10.559536,-10.3206835,-7.4532604,-7.8035064,2022-07-12,AAPL,0.006810469
1632,-9.283056,-9.295755,-9.92024,-10.035481,-8.870013,-8.86897,-9.431299,-9.715088,-6.9628,-6.2678576,2022-07-13,AAPL,-0.0025399018
1633,-8.540221,-8.530931,-9.103521,-9.382627,-8.277195,-8.374247,-8.691524,-9.358312,-4.9456944,-4.489633,2022-07-14,AAPL,0.020275561
1634,-9.076731,-9.097787,-9.573885,-10.013883,-9.321023,-9.3328085,-9.682338,-10.514249,-6.4167476,-7.5907664,2022-07-15,AAPL,0.011385068
1635,-9.352846,-9.4672365,-9.949563,-10.152723,-9.647007,-9.757324,-10.435363,-10.253225,-6.2516036,-7.5769687,2022-07-18,AAPL,-0.020859322
1636,-9.335551,-9.3403225,-10.103686,-9.9589405,-9.372894,-9.774972,-10.910669,-9.614783,-6.766812,-6.3404617,2022-07-19,AAPL,0.026371174
1637,-9.775714,-9.75746,-10.3441925,-10.611312,-9.823569,-9.839723,-10.188447,-11.008655,-8.226091,-8.489043,2022-07-20,AAPL,0.013419488
1638,-9.545382,-9.55932,-10.166557,-10.316081,-9.411396,-9.47008,-9.920655,-10.330038,-7.7443914,-7.377437,2022-07-21,AAPL,0.014981311
1639,-9.223166,-9.333965,-9.891651,-9.941598,-9.348564,-9.325146,-10.115139,-9.973307,-6.1134725,-7.0764623,2022-07-22,AAPL,-0.008143788
1640,-9.387339,-9.420343,-10.050752,-10.111129,-9.540404,-9.761306,-10.412139,-10.082074,-7.169699,-7.649806,2022-07-25,AAPL,-0.0074257767
1641,-9.689896,-9.63049,-10.502155,-10.276617,-9.756476,-9.627151,-10.509086,-10.3934965,-7.421617,-7.8595743,2022-07-26,AAPL,-0.008865598
1642,-10.067827,-10.198925,-10.7514515,-10.770584,-10.369711,-10.463778,-11.283599,-10.882136,-8.242373,-9.471355,2022-07-27,AAPL,0.033661857
1643,-9.392762,-9.44009,-9.779394,-10.530135,-9.131796,-9.138287,-9.378124,-10.653522,-6.30371,-6.142388,2022-07-28,AAPL,0.003565293
1644,-9.626554,-9.563769,-10.380848,-10.262074,-9.673868,-9.557974,-10.448393,-10.291762,-7.672293,-8.077351,2022-07-29,AAPL,0.032266915
1645,-9.163875,-9.049348,-9.719589,-10.016395,-8.881547,-8.818108,-9.6068535,-9.543536,-6.3198366,-6.101241,2022-08-01,AAPL,-0.006172478
1646,-9.540126,-9.556465,-10.098342,-10.38929,-9.551585,-9.474686,-10.069674,-10.457076,-7.1686115,-7.84752,2022-08-02,AAPL,-0.009330747
1647,-9.496109,-9.495433,-10.218428,-10.16091,-9.527645,-9.55681,-10.2686825,-10.17509,-7.5503545,-7.9502287,2022-08-03,AAPL,0.0375343
1648,-9.695039,-9.720766,-10.104719,-10.78527,-9.610981,-9.714427,-9.767969,-11.54002,-7.273176,-7.0093474,2022-08-04,AAPL,-0.0019280598
1649,-9.62809,-9.590839,-10.352037,-10.291354,-9.612585,-9.514865,-10.171544,-10.460757,-7.383951,-7.0538588,2022-08-05,AAPL,-0.0013880928
1650,-9.689015,-9.791687,-10.166413,-10.657638,-9.885532,-9.995972,-10.403869,-10.790656,-7.6115837,-8.235835,2022-08-08,AAPL,-0.0029071548
1651,-9.598652,-9.617384,-10.2755995,-10.308263,-9.453882,-9.44488,-10.213084,-10.085066,-7.6036797,-7.4722023,2022-08-09,AAPL,0.00030322326
1652,-9.8112955,-9.915751,-10.367372,-10.663329,-10.140433,-10.071499,-10.690149,-11.001078,-7.7229557,-9.050917,2022-08-10,AAPL,0.025857318
1653,-9.767882,-9.8014145,-10.409323,-10.5155525,-10.079155,-9.932912,-10.740057,-10.805616,-6.8877473,-8.807703,2022-08-11,AAPL,-0.004441425
1654,-9.866641,-9.820679,-10.571018,-10.548678,-10.250546,-10.178845,-11.223341,-10.725397,-7.795636,-9.640825,2022-08-12,AAPL,0.021199303
1655,-10.350961,-10.3399105,-10.877867,-11.243597,-10.548902,-10.563991,-10.892141,-11.784929,-8.825953,-9.34686,2022-08-15,AAPL,0.0063135545
1656,-10.346934,-10.329837,-10.891545,-11.214588,-10.394388,-10.333551,-10.872525,-11.361798,-8.85702,-9.041035,2022-08-16,AAPL,-0.00092426786
1657,-10.221792,-10.26223,-10.927683,-10.90235,-10.2853775,-10.241218,-10.998073,-10.959347,-9.135262,-9.691378,2022-08-17,AAPL,0.008746244
1658,-9.459484,-9.542452,-10.027955,-10.295094,-9.693454,-9.826335,-10.24142,-10.556496,-7.090225,-8.324536,2022-08-18,AAPL,-0.0022942368
1659,-9.982362,-10.028635,-10.652518,-10.699037,-10.054339,-9.899897,-10.713395,-10.782777,-8.116654,-8.818718,2022-08-19,AAPL,-0.015217119
1660,-10.069608,-10.16102,-10.781342,-10.744503,-10.465718,-10.277302,-11.428321,-10.946814,-8.299025,-9.886747,2022-08-22,AAPL,-0.023298703
1661,-10.2356,-10.278508,-11.115731,-10.771276,-10.343235,-10.511673,-11.569117,-10.690661,-8.822235,-9.148911,2022-08-23,AAPL,-0.0020310641
1662,-9.820844,-9.776488,-10.430513,-10.605072,-9.655216,-9.745242,-10.150442,-10.595368,-8.117743,-7.820086,2022-08-24,AAPL,0.0017923294
1663,-10.143671,-10.123618,-10.866485,-10.808002,-10.340929,-10.326521,-11.093453,-10.978022,-8.728799,-9.523118,2022-08-25,AAPL,0.014812453
1664,-10.280819,-10.318383,-10.885313,-11.071244,-10.375563,-10.350311,-10.985828,-11.15908,-9.273053,-9.48299,2022-08-26,AAPL,-0.038428225
1665,-9.038402,-9.228828,-9.85344,-9.622913,-8.810053,-8.705255,-9.76186,-9.297881,-5.3599243,-5.63321,2022-08-29,AAPL,-0.013784833
