,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,Date,Ticker,Return
3253,-8.731964,-8.647316,-9.317108,-9.5462055,-9.106727,-9.194857,-9.564928,-10.10754,-5.651248,-6.9487343,2016-01-19,AAPL,-0.004850621
3254,-9.073645,-9.073671,-9.756706,-9.776978,-9.000213,-8.972701,-9.922991,-9.506736,-6.9879656,-7.020534,2016-01-20,AAPL,0.0013440168
3255,-8.466719,-8.4422865,-9.096529,-9.227487,-8.447454,-8.59062,-8.993885,-9.312607,-5.9291677,-5.56126,2016-01-21,AAPL,-0.0050753644
3256,-8.4268675,-8.468135,-9.160343,-9.081249,-8.416077,-8.424222,-9.19653,-9.02893,-5.1894116,-5.3105564,2016-01-22,AAPL,0.05180199
3257,-9.161236,-9.13317,-9.813239,-9.89729,-9.157962,-9.071761,-9.576983,-10.229997,-6.5946336,-7.3275986,2016-01-25,AAPL,-0.019715862
3258,-9.160774,-9.165884,-10.057531,-9.684836,-9.275565,-9.274808,-10.047811,-9.895413,-6.5038967,-7.1943293,2016-01-26,AAPL,0.0055157337
3259,-8.901045,-8.995725,-9.584492,-9.603986,-8.716573,-8.712972,-9.528298,-9.303722,-6.0109587,-6.047342,2016-01-27,AAPL,-0.067964725
3260,-8.376827,-8.308603,-9.283837,-8.893887,-8.802279,-8.982736,-9.703039,-9.323593,-5.2269444,-6.4092464,2016-01-28,AAPL,0.007146316
3261,-8.739539,-8.785912,-9.398197,-9.468408,-8.7953005,-8.812781,-9.443723,-9.535265,-5.782744,-6.3070836,2016-01-29,AAPL,0.033958234
3262,-9.543662,-9.628114,-10.014772,-10.522645,-9.840256,-9.804567,-10.151982,-11.157696,-7.3483005,-8.450929,2016-02-01,AAPL,-0.009392648
3263,-9.708639,-9.795391,-10.392451,-10.411206,-9.830751,-9.766796,-10.476204,-10.573979,-8.066706,-8.444125,2016-02-02,AAPL,-0.020429185
3264,-9.548392,-9.528954,-10.344767,-10.147975,-9.469584,-9.518481,-10.281694,-10.056425,-7.659603,-7.327082,2016-02-03,AAPL,0.019599224
3265,-8.779705,-8.76327,-9.432684,-9.5147,-8.963654,-9.101137,-9.484687,-9.864823,-6.427988,-6.607152,2016-02-04,AAPL,0.007959932
3266,-9.008877,-8.982594,-9.636812,-9.771784,-8.919719,-8.841813,-9.430001,-9.836822,-6.631265,-6.5491877,2016-02-05,AAPL,-0.027071215
3267,-9.116644,-9.117853,-9.960088,-9.679158,-9.263577,-9.285486,-10.460238,-9.623402,-7.0741596,-7.3148365,2016-02-08,AAPL,0.010474623
3268,-8.75141,-8.768214,-9.254105,-9.680019,-8.738426,-9.000013,-9.147525,-9.82981,-5.9324083,-5.943438,2016-02-09,AAPL,-0.00021052631
3269,-8.80764,-8.85672,-9.400656,-9.61207,-8.847875,-8.861824,-9.451609,-9.63922,-6.0457034,-6.527978,2016-02-10,AAPL,-0.0076086177
3270,-9.40306,-9.402078,-10.214876,-9.990136,-9.3683605,-9.383282,-10.268602,-9.890029,-7.5740848,-7.4837675,2016-02-11,AAPL,-0.0060648164
3271,-8.976736,-9.012484,-9.582885,-9.765176,-9.085302,-9.255277,-9.713875,-9.847482,-6.2672386,-7.024402,2016-02-12,AAPL,0.0030902044
3272,-9.951433,-10.060218,-10.781301,-10.524322,-9.90266,-9.890934,-10.771878,-10.446142,-8.342537,-8.2179365,2016-02-16,AAPL,0.027804341
3273,-9.869338,-9.956171,-10.527851,-10.598358,-9.750785,-9.586928,-10.202707,-10.76249,-8.270329,-8.26692,2016-02-17,AAPL,0.015198485
3274,-9.643291,-9.5644,-10.204734,-10.488154,-9.862474,-9.77013,-10.420905,-10.711351,-6.991664,-8.189699,2016-02-18,AAPL,-0.019138355
3275,-9.642978,-9.705332,-10.7290125,-10.05479,-9.898354,-9.999788,-11.459478,-10.133946,-6.653728,-7.9028525,2016-02-19,AAPL,-0.0022880926
3276,-9.854549,-9.793647,-10.516908,-10.57946,-9.803535,-9.799769,-10.3749695,-10.635286,-8.085821,-7.9635267,2016-02-22,AAPL,0.008708328
3277,-10.157717,-10.173361,-10.879663,-10.8228655,-10.212188,-10.193852,-10.780345,-11.048204,-8.730814,-9.275305,2016-02-23,AAPL,-0.022864701
3278,-10.450382,-10.47285,-11.318472,-10.994677,-10.587866,-10.612743,-11.82136,-10.932145,-9.599914,-9.840608,2016-02-24,AAPL,0.014780918
3279,-9.4219,-9.445003,-10.110694,-10.119416,-9.485014,-9.504681,-9.937064,-10.496499,-6.7580767,-8.084852,2016-02-25,AAPL,0.0068443697
3280,-9.758046,-9.845855,-10.458869,-10.443573,-9.770798,-9.789857,-10.444688,-10.483578,-7.79004,-8.293876,2016-02-26,AAPL,0.001549027
3281,-9.907731,-9.896039,-10.601187,-10.600566,-10.186165,-10.135196,-10.917435,-10.842584,-8.426549,-9.109968,2016-02-29,AAPL,-0.0022727284
3282,-9.841348,-9.870456,-10.528477,-10.540546,-9.946493,-9.964093,-10.688877,-10.59271,-7.757745,-8.605932,2016-03-01,AAPL,0.038946208
3283,-9.594898,-9.673768,-10.119184,-10.491331,-9.794628,-9.862166,-10.109011,-11.104843,-7.1136436,-8.131356,2016-03-02,AAPL,0.0021860104
3284,-9.869189,-9.884038,-10.594918,-10.530779,-9.921081,-10.118866,-10.759867,-10.487125,-8.342547,-7.905331,2016-03-03,AAPL,0.0074165976
3285,-9.794507,-9.781829,-10.426612,-10.552663,-9.945639,-10.0075655,-10.430832,-10.901647,-8.029515,-8.126218,2016-03-04,AAPL,0.014767272
3286,-9.300136,-9.33213,-10.107463,-9.890812,-9.364832,-9.315106,-10.092302,-10.024792,-6.2156534,-7.2841444,2016-03-07,AAPL,-0.01112858
3287,-9.801213,-9.834226,-10.442881,-10.548632,-9.871986,-9.948062,-10.727497,-10.425484,-7.6540184,-8.200913,2016-03-08,AAPL,-0.008279989
3288,-9.580694,-9.584647,-10.2872,-10.260656,-9.785921,-9.658219,-10.387803,-10.579503,-7.511362,-8.385705,2016-03-09,AAPL,0.00089042797
3289,-9.7014065,-9.74937,-10.379311,-10.410028,-10.117595,-10.149048,-10.878299,-10.7474575,-7.788733,-8.977882,2016-03-10,AAPL,0.00049433985
3290,-9.327385,-9.29509,-9.920838,-10.131273,-9.335892,-9.370369,-10.060784,-9.998269,-7.220269,-7.461526,2016-03-11,AAPL,0.010716319
3291,-10.399887,-10.463215,-11.160613,-11.029729,-10.304014,-10.450286,-11.164476,-10.853864,-8.778413,-8.650148,2016-03-14,AAPL,0.0025393118
3292,-10.505048,-10.59954,-11.170877,-11.226273,-10.398265,-10.412124,-10.962228,-11.239789,-9.593937,-9.850157,2016-03-15,AAPL,0.019894427
3293,-9.979173,-10.036282,-10.5862055,-10.766549,-10.191599,-10.099787,-10.753438,-11.0359335,-7.7977195,-9.11129,2016-03-16,AAPL,0.013203707
3294,-9.88677,-9.918499,-10.31865,-10.934552,-10.092596,-10.150146,-10.557341,-11.082245,-7.1904373,-8.92823,2016-03-17,AAPL,-0.0016055157
3295,-10.010932,-10.025489,-10.673785,-10.735315,-10.338594,-10.333635,-10.892262,-11.193871,-8.119904,-9.505242,2016-03-18,AAPL,0.0011335728
3296,-10.401896,-10.402365,-11.20167,-10.9986925,-10.313806,-10.233102,-11.298118,-10.781721,-9.06504,-8.9440975,2016-03-21,AAPL,-9.4415336e-05
3297,-9.5496,-9.45516,-10.255407,-10.230241,-9.574413,-9.7359705,-10.20253,-10.337114,-7.559515,-7.072581,2016-03-22,AAPL,0.0076189055
3298,-10.139912,-10.195704,-10.656614,-11.047444,-10.274716,-10.210643,-10.530717,-11.762549,-8.421159,-8.830603,2016-03-23,AAPL,-0.0055438243
3299,-10.379781,-10.341823,-11.11605,-11.031584,-10.721135,-11.0426,-11.627434,-11.238669,-9.273583,-9.782592,2016-03-24,AAPL,-0.004343727
3300,-10.487598,-10.538777,-11.148113,-11.214471,-10.598008,-10.558521,-11.239281,-11.3458605,-9.400737,-9.517904,2016-03-28,AAPL,-0.004552792
3301,-10.350589,-10.397947,-11.212078,-10.899686,-10.669234,-10.697012,-11.528426,-11.220015,-9.012234,-9.992227,2016-03-29,AAPL,0.023395628
3302,-10.309609,-10.387364,-10.732617,-11.374025,-10.223559,-10.481664,-10.440287,-11.859071,-9.1587515,-8.674839,2016-03-30,AAPL,0.01730848
3303,-9.6793,-9.622199,-10.265928,-10.491677,-9.646747,-9.815275,-9.990906,-10.880541,-7.8227453,-7.037369,2016-03-31,AAPL,-0.0052162097
3304,-10.087518,-10.148266,-10.94468,-10.639793,-10.482399,-10.644718,-11.393848,-10.996459,-7.5246754,-9.34016,2016-04-01,AAPL,0.0091333175
3305,-10.228003,-10.359483,-10.856017,-10.990815,-9.976962,-9.925705,-10.41873,-11.006691,-8.506943,-8.370247,2016-04-04,AAPL,0.010221246
3306,-9.893624,-9.858965,-10.514318,-10.664882,-9.883399,-10.123405,-10.274604,-11.01115,-7.9475555,-7.8552103,2016-04-05,AAPL,-0.011859098
3307,-9.850168,-10.028824,-10.336102,-10.804995,-9.880348,-10.047158,-10.308611,-10.934862,-7.1259346,-8.020588,2016-04-06,AAPL,0.010418177
3308,-10.278476,-10.415083,-10.998306,-10.945628,-10.689903,-10.752692,-11.278776,-11.499466,-8.618695,-10.164788,2016-04-07,AAPL,-0.022051007
3309,-9.940988,-9.918549,-10.749711,-10.530539,-10.164265,-10.132347,-11.172849,-10.617974,-8.151803,-9.244642,2016-04-08,AAPL,0.0011049724
3310,-10.0508,-10.099473,-10.799392,-10.691412,-9.996168,-10.067724,-10.781454,-10.60495,-8.656427,-8.864538,2016-04-11,AAPL,0.0033076105
3311,-9.95113,-9.949769,-10.597449,-10.693401,-9.786762,-10.1393175,-10.390543,-10.578048,-8.562257,-7.483662,2016-04-12,AAPL,0.012941035
3312,-9.792878,-9.78103,-10.418926,-10.557947,-10.124904,-10.369245,-10.651864,-11.017465,-7.6653547,-8.540111,2016-04-13,AAPL,0.014383564
3313,-10.139284,-10.250063,-10.62727,-11.0908375,-10.232558,-10.036078,-10.67363,-11.263542,-7.7541876,-9.11623,2016-04-14,AAPL,0.0005353797
3314,-10.718513,-10.674058,-11.364682,-11.460944,-10.6916,-10.675795,-11.309209,-11.466452,-9.830907,-9.873465,2016-04-15,AAPL,-0.020275531
3315,-9.906555,-9.773377,-10.860014,-10.393345,-9.8236,-10.109856,-11.605893,-10.007823,-7.9634447,-7.5789304,2016-04-18,AAPL,-0.021811016
3316,-9.9180765,-9.975328,-10.792665,-10.4577,-9.737344,-9.797983,-10.747624,-10.190082,-8.00885,-7.378024,2016-04-19,AAPL,-0.005317425
3317,-9.939088,-9.963648,-10.830719,-10.466694,-9.669766,-9.672707,-10.634105,-10.149794,-8.004494,-7.378053,2016-04-20,AAPL,0.0020556913
3318,-10.146289,-10.055562,-10.835029,-10.843857,-10.091826,-10.079513,-10.612612,-10.993356,-8.223876,-8.541458,2016-04-21,AAPL,-0.010887015
3319,-10.038877,-10.16665,-11.040999,-10.496314,-10.10432,-10.148693,-11.371304,-10.435156,-7.547579,-8.072066,2016-04-22,AAPL,-0.002740375
3320,-9.868059,-9.975932,-10.448172,-10.688662,-9.309001,-9.580999,-9.678997,-10.482561,-7.5978937,-6.1842623,2016-04-25,AAPL,-0.0056936955
3321,-10.295628,-10.271196,-10.808237,-11.209241,-10.358458,-10.741548,-10.773492,-11.438192,-8.347545,-8.296652,2016-04-26,AAPL,-0.0069713313
3322,-9.673443,-10.086103,-10.049425,-10.833758,-9.595119,-10.057311,-10.021637,-10.652907,-5.4990535,-6.702984,2016-04-27,AAPL,-0.064621575
3323,-9.241433,-9.251942,-9.80427,-10.084452,-9.082215,-9.208837,-9.52821,-10.104386,-7.0011835,-6.62003,2016-04-28,AAPL,-0.03104324
3324,-9.370691,-9.463669,-10.300222,-9.872784,-9.107715,-9.086839,-10.04501,-9.604776,-6.540162,-7.0281343,2016-04-29,AAPL,-0.011560823
3325,-9.408386,-9.42938,-10.118808,-10.08455,-9.326622,-9.31186,-10.086667,-9.957066,-7.219937,-7.7546573,2016-05-02,AAPL,-0.0010673499
3326,-9.59972,-9.674818,-10.345189,-10.243144,-9.349316,-9.424109,-10.1332855,-9.959204,-7.2606716,-7.2615905,2016-05-03,AAPL,0.016312193
3327,-9.631823,-9.635494,-10.2596855,-10.394812,-9.662268,-9.607921,-10.167415,-10.587133,-7.8141127,-8.133368,2016-05-04,AAPL,-0.010455817
3328,-9.726936,-9.715727,-10.345659,-10.500492,-9.952695,-9.966334,-10.703979,-10.590896,-7.326191,-7.964451,2016-05-05,AAPL,-0.004042559
3329,-9.959691,-9.982578,-10.767639,-10.549865,-9.920528,-9.996985,-10.963859,-10.354821,-8.50936,-8.259493,2016-05-06,AAPL,-0.0055926153
3330,-9.851968,-9.862161,-10.582863,-10.508737,-9.875989,-9.980943,-10.833198,-10.360435,-8.004843,-8.677215,2016-05-09,AAPL,0.00075467635
3331,-10.046493,-10.029046,-10.710278,-10.769885,-10.262401,-10.325663,-10.839084,-11.0873785,-8.292912,-8.920878,2016-05-10,AAPL,0.0067665796
3332,-9.883463,-9.864157,-10.672582,-10.489044,-9.834993,-9.898523,-10.825408,-10.299287,-7.531753,-7.2590775,2016-05-11,AAPL,-0.009788708
3333,-10.024481,-10.181309,-10.74014,-10.695606,-9.829756,-9.939376,-10.846393,-10.278872,-7.8823223,-8.094927,2016-05-12,AAPL,-0.023736417
3334,-9.273346,-9.437176,-10.238299,-9.7529955,-9.157394,-9.429882,-10.320542,-9.532087,-6.3681417,-6.7620635,2016-05-13,AAPL,0.0019904906
3335,-9.602884,-9.597297,-10.186683,-10.41882,-9.431471,-9.754794,-9.888658,-10.434031,-7.4831896,-6.9856205,2016-05-16,AAPL,0.03644655
3336,-9.752727,-9.782727,-10.44356,-10.448189,-9.580282,-9.595793,-10.1651125,-10.3949175,-7.4673467,-7.354165,2016-05-17,AAPL,-0.0041628922
3337,-9.830056,-9.811422,-10.652175,-10.4089775,-9.937795,-9.944544,-11.09252,-10.316339,-8.31634,-8.177553,2016-05-18,AAPL,0.011380075
3338,-9.576662,-9.548264,-10.365215,-10.182715,-9.767911,-9.805065,-10.411666,-10.513013,-7.5959144,-8.289494,2016-05-19,AAPL,-0.003814372
3339,-9.745227,-9.982473,-10.706277,-10.227285,-9.782215,-10.299895,-10.901368,-10.177564,-7.08471,-6.8211045,2016-05-20,AAPL,0.010769823
3340,-10.671039,-10.727249,-11.379595,-11.349002,-11.006128,-11.077993,-11.63133,-11.772163,-9.503537,-10.888,2016-05-23,AAPL,0.012627353
3341,-10.296367,-10.300604,-10.820675,-11.192761,-10.068788,-10.194192,-10.377027,-11.395823,-8.640465,-8.0342245,2016-05-24,AAPL,0.015129193
3342,-10.739202,-10.710208,-11.393877,-11.472351,-11.16831,-11.314053,-11.806917,-11.919129,-9.848431,-10.771423,2016-05-25,AAPL,0.017416399
3343,-10.371156,-10.506604,-11.122296,-11.009483,-10.239218,-10.319375,-10.932357,-10.932368,-8.940852,-8.50859,2016-05-26,AAPL,0.007898856
3344,-9.898477,-9.897491,-10.706182,-10.488848,-9.808625,-9.735509,-10.61714,-10.398346,-7.463723,-7.6009846,2016-05-27,AAPL,-0.00059772865
3345,-10.5943,-10.710658,-11.132007,-11.471568,-10.900747,-10.759071,-11.363926,-11.893042,-8.865277,-10.4484215,2016-05-31,AAPL,-0.0048948703
3346,-10.495125,-10.603866,-11.102088,-11.282583,-10.458549,-10.729254,-10.9480095,-11.407758,-9.171023,-8.998018,2016-06-01,AAPL,-0.014118831
3347,-10.375607,-10.479781,-11.040424,-11.097903,-10.44023,-10.47863,-11.312695,-10.981373,-8.829737,-9.474125,2016-06-02,AAPL,-0.0075441278
3348,-10.026291,-9.9261265,-10.784318,-10.658508,-10.317613,-10.594379,-10.983266,-11.039024,-7.6497917,-9.483285,2016-06-03,AAPL,0.0020445723
3349,-10.420979,-10.350081,-11.092987,-11.135715,-10.709588,-10.8786745,-11.250493,-11.582379,-9.009765,-9.506101,2016-06-06,AAPL,0.007224656
3350,-10.36025,-10.382815,-10.998132,-11.111891,-10.24649,-10.795726,-10.466965,-11.86666,-8.283689,-7.194264,2016-06-07,AAPL,0.0040473593
3351,-10.778404,-10.880553,-11.512749,-11.431974,-10.801414,-10.74934,-11.560241,-11.432921,-9.891551,-10.406996,2016-06-08,AAPL,-0.00090922875
3352,-10.703131,-10.638399,-11.243454,-11.576734,-10.831704,-10.856095,-11.494693,-11.555938,-9.193116,-10.019424,2016-06-09,AAPL,0.007150441
3353,-10.48259,-10.663594,-10.968106,-11.438078,-10.3604965,-10.461629,-10.57131,-12.020819,-8.591647,-8.221769,2016-06-10,AAPL,-0.008262844
3354,-10.559862,-10.620158,-11.071991,-11.474193,-10.576251,-10.725007,-11.035875,-11.574611,-8.099995,-9.000949,2016-06-13,AAPL,-0.015191198
3355,-9.805184,-9.9031925,-10.683454,-10.342182,-9.673851,-9.560645,-10.939148,-10.00535,-7.5795302,-6.887884,2016-06-14,AAPL,0.001232033
3356,-9.938144,-10.012395,-10.528322,-10.746087,-9.892753,-10.045555,-10.442588,-10.753237,-7.8653293,-8.027479,2016-06-15,AAPL,-0.0032888006
3357,-10.368464,-10.523401,-11.006669,-11.119742,-10.412845,-10.372965,-11.1531515,-11.060949,-8.991049,-9.373917,2016-06-16,AAPL,0.00421183
3358,-10.051835,-10.082513,-10.615019,-10.89439,-10.369706,-10.333608,-10.854375,-11.326553,-8.679565,-9.617731,2016-06-17,AAPL,-0.023020511
3359,-9.973095,-10.142921,-10.943516,-10.449392,-10.120938,-10.014792,-11.05416,-10.620629,-7.2788672,-8.666161,2016-06-20,AAPL,-0.002415587
3360,-10.329126,-10.391339,-10.973286,-11.073779,-10.726299,-10.696706,-11.745335,-11.174054,-8.077151,-10.257711,2016-06-21,AAPL,0.008481282
3361,-10.098756,-10.201135,-10.507417,-11.191,-10.015018,-10.2254715,-10.3200445,-11.3510065,-7.017504,-7.6015334,2016-06-22,AAPL,-0.0037605811
3362,-10.419828,-10.499411,-11.145272,-11.081684,-10.258319,-10.330184,-11.104821,-10.818527,-9.370512,-9.175176,2016-06-23,AAPL,0.005739645
3363,-10.448456,-10.505149,-11.218826,-11.069912,-10.435513,-10.388142,-11.082176,-11.177403,-8.85922,-9.166813,2016-06-24,AAPL,-0.028497972
3364,-9.0960045,-8.979724,-9.594836,-10.030558,-9.2737,-9.27655,-9.613973,-10.517021,-6.182811,-6.4660406,2016-06-27,AAPL,-0.01466808
3365,-9.530564,-9.496525,-10.337049,-10.12192,-9.586189,-9.685631,-10.5814705,-10.047618,-7.5805683,-7.3724813,2016-06-28,AAPL,0.016700275
3366,-10.212254,-10.313948,-10.892431,-10.918535,-10.564029,-10.447406,-11.107543,-11.433196,-8.182357,-10.144077,2016-06-29,AAPL,0.008617533
3367,-10.271559,-10.231202,-10.928361,-11.002417,-10.498167,-10.627914,-11.160074,-11.223555,-8.885862,-9.897863,2016-06-30,AAPL,0.012631747
3368,-10.352826,-10.42198,-10.915764,-11.195705,-10.556056,-10.5607395,-10.930652,-11.719409,-9.118461,-9.778271,2016-07-01,AAPL,0.003028881
3369,-10.887235,-10.914809,-11.525056,-11.638937,-11.292717,-11.376769,-11.8528805,-12.139266,-10.117951,-11.533006,2016-07-05,AAPL,-0.009430078
3370,-10.767016,-10.827493,-11.49121,-11.430043,-10.5929575,-10.599332,-11.58819,-11.054411,-9.965821,-9.741116,2016-07-06,AAPL,0.0056687114
3371,-9.965623,-9.982757,-10.477235,-10.880731,-10.141105,-10.537649,-10.627112,-11.09581,-8.022743,-8.345629,2016-07-07,AAPL,0.0042826617
3372,-10.482469,-10.516924,-11.062799,-11.302789,-10.707144,-10.775705,-11.275242,-11.543233,-9.256355,-10.407626,2016-07-08,AAPL,0.00768356
3373,-10.671774,-10.746924,-11.195104,-11.569586,-10.636668,-10.628191,-11.147199,-11.553391,-8.614976,-8.165571,2016-07-11,AAPL,0.003098216
3374,-10.849985,-11.096473,-11.198451,-12.07336,-10.969044,-11.114973,-11.318342,-12.190421,-8.295351,-9.485961,2016-07-12,AAPL,0.0045267567
3375,-11.216313,-11.183644,-11.826134,-12.000351,-11.378071,-11.731078,-11.947647,-12.212221,-10.682878,-10.803473,2016-07-13,AAPL,-0.0056616548
3376,-10.766356,-10.816453,-11.473737,-11.44546,-11.349788,-11.245973,-12.232167,-11.8838625,-9.4212055,-11.830752,2016-07-14,AAPL,0.019626511
3377,-11.072,-11.081369,-11.589335,-11.978588,-10.951914,-11.039378,-11.230218,-12.3668585,-10.860986,-10.830501,2016-07-15,AAPL,-0.00010122995
3378,-10.992427,-11.135979,-11.667703,-11.703758,-11.358277,-11.263277,-12.376258,-11.806622,-9.807251,-10.883739,2016-07-18,AAPL,0.010573585
3379,-11.183841,-11.313848,-11.588729,-12.2835865,-10.788155,-11.280332,-11.021895,-12.356269,-10.232106,-8.994111,2016-07-19,AAPL,0.0004006009
3380,-10.940703,-10.862566,-11.556202,-11.718027,-11.269303,-11.500509,-12.016827,-11.910865,-9.776591,-10.831518,2016-07-20,AAPL,0.0009007657
3381,-10.9965925,-10.951482,-11.751602,-11.631472,-11.145263,-11.349668,-11.726498,-11.964428,-9.627488,-10.728327,2016-07-21,AAPL,-0.005316227
3382,-10.615503,-10.674355,-11.265397,-11.353852,-10.29935,-10.1327095,-10.738136,-11.334469,-9.245739,-8.41997,2016-07-22,AAPL,-0.007774283
3383,-10.75216,-10.958447,-11.697207,-11.244256,-10.443853,-10.614948,-11.958398,-10.692193,-8.720115,-8.146677,2016-07-25,AAPL,-0.013469592
3384,-10.423506,-10.618895,-11.297674,-10.963426,-10.282978,-10.558381,-11.332471,-10.713934,-7.9519773,-8.644035,2016-07-26,AAPL,-0.006906888
3385,-10.36206,-10.369533,-11.081829,-11.029269,-10.122062,-10.10268,-10.853687,-10.778152,-9.054131,-8.848306,2016-07-27,AAPL,0.062940314
3386,-9.835405,-9.967948,-10.773292,-10.332086,-9.592747,-9.675577,-10.673555,-10.007232,-7.233649,-7.1640644,2016-07-28,AAPL,0.0134113645
3387,-10.547653,-10.698245,-10.999483,-11.559516,-10.018478,-9.935747,-10.340782,-11.307559,-8.401859,-7.81815,2016-07-29,AAPL,-0.0012467036
3388,-10.498756,-10.537206,-11.2869005,-11.105146,-10.611311,-10.45364,-11.404342,-11.213644,-8.328929,-9.298304,2016-08-01,AAPL,0.017502587
3389,-10.850779,-10.948049,-11.266298,-11.929563,-10.984629,-11.067595,-11.20939,-12.587595,-9.675264,-10.445202,2016-08-02,AAPL,-0.014915016
3390,-10.191537,-10.269279,-11.248873,-10.618294,-10.368842,-10.635464,-11.772303,-10.650863,-8.243972,-9.038412,2016-08-03,AAPL,0.012460331
3391,-10.932271,-11.01939,-11.315412,-12.077067,-10.693743,-10.801374,-11.021662,-11.968201,-9.03593,-9.010344,2016-08-04,AAPL,0.006125449
3392,-11.043323,-11.138445,-11.636467,-11.847583,-11.000897,-11.081923,-11.764126,-11.628545,-9.815816,-9.924185,2016-08-05,AAPL,0.015092857
3393,-11.300999,-11.509448,-11.713111,-12.386423,-11.117056,-11.362202,-11.28973,-12.958461,-10.4265,-9.813778,2016-08-08,AAPL,0.008246514
3394,-11.007547,-11.088685,-11.6200485,-11.788406,-11.060032,-11.030229,-11.651918,-11.865846,-9.68929,-10.837301,2016-08-09,AAPL,0.0040519442
3395,-11.115912,-11.178986,-11.878385,-11.744217,-11.41376,-11.56195,-12.063169,-12.152629,-10.52763,-11.312961,2016-08-10,AAPL,-0.007472015
3396,-11.213024,-11.272393,-11.956923,-11.857858,-11.149476,-11.196352,-12.308681,-11.525958,-10.3356905,-10.830332,2016-08-11,AAPL,-0.0006483583
3397,-11.107597,-11.149299,-11.783071,-11.818723,-11.065777,-11.23882,-12.076949,-11.517997,-10.303702,-10.717714,2016-08-12,AAPL,0.0023136376
3398,-11.422517,-11.471787,-11.951149,-12.312657,-11.292755,-11.768636,-11.646637,-12.503247,-10.764443,-9.685354,2016-08-15,AAPL,0.011945378
3399,-11.2830305,-11.491115,-11.609059,-12.562364,-10.8610935,-11.793403,-10.97581,-13.083147,-9.60819,-8.179105,2016-08-16,AAPL,-0.0009138262
3400,-10.9589,-11.085352,-11.7234125,-11.585427,-10.647045,-10.726299,-11.307418,-11.374069,-9.612034,-9.305629,2016-08-17,AAPL,-0.0014638612
3401,-10.237731,-10.336821,-11.075875,-10.804262,-10.591632,-10.756947,-11.2505665,-11.320194,-7.6498346,-9.489338,2016-08-18,AAPL,-0.0012826388
3402,-11.018307,-11.166093,-11.722916,-11.70011,-11.270895,-11.574348,-11.895967,-12.037077,-9.80492,-10.5954485,2016-08-19,AAPL,0.0025636344
3403,-11.041574,-10.95295,-11.730541,-11.738904,-11.139375,-11.086224,-11.532643,-12.262814,-10.768809,-10.696249,2016-08-22,AAPL,-0.0078028576
3404,-10.625854,-10.707532,-11.4370985,-11.213382,-10.544903,-10.697316,-11.386026,-11.109168,-9.378285,-9.737256,2016-08-23,AAPL,0.0031284532
3405,-11.107028,-11.211947,-11.600723,-12.049561,-11.146537,-11.467473,-11.480936,-12.404477,-9.017382,-9.32717,2016-08-24,AAPL,-0.0075618215
