,feat_0,feat_1,Date,Symbol,Return
53831,-8.348883,-8.105878,2020-11-18,HON,-0.020766418
53832,-8.364173,-8.175467,2020-11-19,HON,0.007973694
53833,-8.39662,-8.154104,2020-11-20,HON,-0.0035580192
53834,-8.501835,-8.173816,2020-11-23,HON,0.0126914
53835,-8.333382,-8.154847,2020-11-24,HON,0.016049996
53836,-8.324463,-8.117734,2020-11-25,HON,-0.0010106602
53837,-8.414565,-8.167972,2020-11-27,HON,0.008295619
53838,-8.385746,-8.242512,2020-11-30,HON,-0.026566293
53839,-8.166102,-8.113507,2020-12-01,HON,0.011118812
53840,-8.140849,-8.09373,2020-12-02,HON,0.008691508
53841,-8.200099,-7.9760118,2020-12-03,HON,0.0010571333
53842,-8.189711,-8.16028,2020-12-04,HON,0.021193476
53843,-8.352818,-8.12497,2020-12-07,HON,-0.007456734
53844,-8.221654,-8.0922165,2020-12-08,HON,0.004584454
53845,-8.277212,-8.14373,2020-12-09,HON,0.000801301
53846,-8.220732,-8.118027,2020-12-10,HON,-0.0012729546
53847,-8.261001,-8.13731,2020-12-11,HON,0.01247086
53848,-8.29874,-8.138783,2020-12-14,HON,-0.013037139
53849,-8.189711,-8.139743,2020-12-15,HON,0.010891615
53850,-8.401827,-8.182538,2020-12-16,HON,-0.01818746
53851,-8.400313,-8.073075,2020-12-17,HON,0.007720583
53852,-8.557775,-8.257555,2020-12-18,HON,-0.009005227
53853,-8.528175,-8.149577,2020-12-21,HON,0.0029474706
53854,-8.413635,-8.057299,2020-12-22,HON,-0.012995883
53855,-8.491782,-8.1296625,2020-12-23,HON,0.009810334
53856,-8.480379,-8.085027,2020-12-24,HON,-0.0021929834
53857,-8.417022,-8.161026,2020-12-28,HON,0.0019548484
53858,-8.327945,-8.10624,2020-12-29,HON,-0.0038657074
53859,-8.282354,-8.096471,2020-12-30,HON,0.008665071
53860,-8.402584,-8.125776,2020-12-31,HON,0.008261584
53861,-8.346182,-8.062544,2021-01-04,HON,-0.022585057
53862,-7.9910207,-7.9852085,2021-01-05,HON,0.0024495102
53863,-8.162443,-8.075074,2021-01-06,HON,0.018064762
53864,-8.32236,-8.153065,2021-01-07,HON,0.0016475632
53865,-8.5025425,-8.140849,2021-01-08,HON,-0.012209124
53866,-8.304018,-8.110524,2021-01-11,HON,-0.007983025
53867,-8.024234,-7.9910207,2021-01-12,HON,0.0024925715
53868,-8.237781,-8.054187,2021-01-13,HON,-0.008944517
53869,-8.2225,-8.060416,2021-01-14,HON,0.007651073
53870,-8.104282,-8.03009,2021-01-15,HON,-0.012735953
53871,-8.029462,-8.094884,2021-01-19,HON,0.0038281733
53872,-7.8635535,-8.116714,2021-01-20,HON,0.006363921
53873,-7.9351754,-8.167074,2021-01-21,HON,-0.01379132
53874,-7.9127927,-8.170142,2021-01-22,HON,-0.014626745
53875,-7.930121,-8.08474,2021-01-25,HON,-0.00188063
53876,-7.7233763,-7.9319153,2021-01-26,HON,-0.004020555
53877,-7.7141128,-7.9075317,2021-01-27,HON,-0.00839082
53878,-7.2276278,-7.746633,2021-01-28,HON,0.017204938
53879,-7.4880495,-7.8923516,2021-01-29,HON,-0.037522294
53880,-7.606515,-7.781725,2021-02-01,HON,0.0009720411
53881,-8.079364,-7.9351754,2021-02-02,HON,0.023049949
53882,-8.331595,-8.03961,2021-02-03,HON,-0.0049090916
53883,-8.375926,-8.257555,2021-02-04,HON,0.007254929
53884,-8.620008,-8.298182,2021-02-05,HON,0.011548789
53885,-8.711446,-8.309471,2021-02-08,HON,0.004621671
53886,-8.664102,-8.323896,2021-02-09,HON,-0.009066781
53887,-8.605245,-8.318082,2021-02-10,HON,0.0006927607
53888,-8.552419,-8.347736,2021-02-11,HON,9.892665e-05
53889,-8.409241,-8.357335,2021-02-12,HON,0.006851536
53890,-8.548071,-8.385162,2021-02-16,HON,-0.000638805
53891,-8.552146,-8.375677,2021-02-17,HON,-0.0075985957
53892,-8.6004095,-8.40208,2021-02-18,HON,0.007991754
53893,-8.519327,-8.4040985,2021-02-19,HON,0.00019652156
53894,-8.564696,-8.420414,2021-02-22,HON,0.00029470996
53895,-8.470608,-8.277212,2021-02-23,HON,0.0069495705
53896,-8.452499,-8.26736,2021-02-24,HON,0.028795222
53897,-8.34749,-8.234607,2021-02-25,HON,-0.025484283
53898,-8.080152,-8.144838,2021-02-26,HON,-0.011986192
53899,-8.263275,-8.223653,2021-03-01,HON,0.018944688
53900,-8.486687,-8.214596,2021-03-02,HON,0.0017441865
53901,-8.494598,-8.246476,2021-03-03,HON,0.0020793546
53902,-8.328512,-8.202534,2021-03-04,HON,-0.019856732
53903,-8.0696535,-8.139743,2021-03-05,HON,0.017777378
53904,-8.307625,-8.207106,2021-03-08,HON,0.005406984
53905,-8.154253,-8.28902,2021-03-09,HON,-0.0004334112
53906,-8.37925,-8.329728,2021-03-10,HON,0.025208222
53907,-8.291883,-8.300418,2021-03-11,HON,-0.0019275529
53908,-8.327539,-8.342341,2021-03-12,HON,0.008808153
53909,-8.479156,-8.2840185,2021-03-15,HON,0.008453764
53910,-8.4207535,-8.319776,2021-03-16,HON,-0.02051426
53911,-8.523434,-8.506171,2021-03-17,HON,0.0057433546
53912,-8.543101,-8.483793,2021-03-18,HON,0.009298046
53913,-8.3880825,-8.33322,2021-03-19,HON,-0.009861506
53914,-8.713116,-8.410338,2021-03-22,HON,-0.003670247
53915,-8.763361,-8.475313,2021-03-23,HON,-0.016828692
53916,-8.604314,-8.4433775,2021-03-24,HON,0.01725287
53917,-8.598832,-8.446987,2021-03-25,HON,0.0077916374
53918,-8.5873575,-8.309712,2021-03-26,HON,0.021508195
53919,-8.587634,-8.487125,2021-03-29,HON,0.0016003295
53920,-8.600874,-8.418971,2021-03-30,HON,-0.0036158129
53921,-8.657784,-8.389586,2021-03-31,HON,-0.0046879393
53922,-8.770021,-8.468694,2021-04-01,HON,-0.0012446126
53923,-8.932535,-8.523791,2021-04-05,HON,0.011328578
53924,-8.623764,-8.555231,2021-04-06,HON,-0.00036491358
53925,-8.781681,-8.591514,2021-04-07,HON,-0.003152919
53926,-8.890223,-8.577509,2021-04-08,HON,0.0062049655
53927,-8.802122,-8.585513,2021-04-09,HON,0.031870928
53928,-8.464785,-8.623576,2021-04-12,HON,0.0071118437
53929,-8.152471,-8.554504,2021-04-13,HON,0.0017482522
53930,-8.197668,-8.607108,2021-04-14,HON,0.0016580134
53931,-8.198427,-8.60264,2021-04-15,HON,0.0020033978
53932,-8.228505,-8.655492,2021-04-16,HON,0.009827983
53933,-8.380664,-8.85026,2021-04-19,HON,-0.0049235653
53934,-8.272319,-8.66094,2021-04-20,HON,-0.015885126
53935,-8.178473,-8.591699,2021-04-21,HON,0.013848156
53936,-8.362771,-8.66919,2021-04-22,HON,-0.005394132
53937,-8.262883,-8.621416,2021-04-23,HON,-0.020981023
53938,-9.002267,-8.977107,2021-04-26,HON,-0.013362829
53939,-8.891082,-8.733261,2021-04-27,HON,0.006344942
53940,-9.012512,-8.775286,2021-04-28,HON,-0.000269179
53941,-9.069111,-8.803663,2021-04-29,HON,0.0046108817
53942,-9.13232,-8.836312,2021-04-30,HON,-0.003848396
53943,-9.0372,-8.791467,2021-05-03,HON,0.00071710296
53944,-8.964143,-8.831199,2021-05-04,HON,0.009941459
53945,-8.78616,-8.73098,2021-05-05,HON,0.0033656645
53946,-8.866213,-8.779852,2021-05-06,HON,0.01086083
53947,-8.894091,-8.795661,2021-05-07,HON,0.0005683681
53948,-9.119759,-8.888613,2021-05-10,HON,0.009353384
53949,-8.771842,-8.783207,2021-05-11,HON,-0.007737487
53950,-8.586343,-8.647678,2021-05-12,HON,-0.040611103
53951,-8.097265,-8.281087,2021-05-13,HON,0.020556217
53952,-8.247877,-8.426875,2021-05-14,HON,0.016318206
53953,-8.745806,-8.671209,2021-05-17,HON,-0.0039221784
53954,-8.573749,-8.580358,2021-05-18,HON,-0.018494701
53955,-8.630163,-8.612333,2021-05-19,HON,-0.0045081675
53956,-8.46071,-8.480292,2021-05-20,HON,0.003653178
53957,-8.697261,-8.617104,2021-05-21,HON,0.0048054345
53958,-8.850785,-8.621323,2021-05-24,HON,0.008032172
53959,-9.007269,-8.695118,2021-05-25,HON,-0.004275795
53960,-8.9792385,-8.707425,2021-05-26,HON,0.0010260758
53961,-9.067234,-8.740619,2021-05-27,HON,0.030735176
53962,-8.977667,-8.737534,2021-05-28,HON,-0.0015578349
53963,-9.144962,-8.791365,2021-06-01,HON,0.008795814
53964,-8.878021,-8.735347,2021-06-02,HON,-0.009532303
53965,-8.87429,-8.760944,2021-06-03,HON,-0.0066965506
53966,-8.85859,-8.740419,2021-06-04,HON,0.0037016917
53967,-9.047161,-8.873225,2021-06-07,HON,-0.008118061
53968,-8.910941,-8.832867,2021-06-08,HON,0.0070742653
53969,-8.902283,-8.861762,2021-06-09,HON,-0.008740933
53970,-8.89829,-8.820388,2021-06-10,HON,-0.0068713655
53971,-8.9923,-8.905742,2021-06-11,HON,-0.0047405004
53972,-9.07346,-8.99377,2021-06-14,HON,-0.00896627
53973,-8.883042,-8.937585,2021-06-15,HON,-0.0030067114
53974,-8.999997,-8.95381,2021-06-16,HON,-0.015901035
53975,-8.852681,-8.889149,2021-06-17,HON,-0.012405966
53976,-8.9052,-8.917678,2021-06-18,HON,-0.017678112
53977,-8.715869,-8.593086,2021-06-21,HON,0.016336419
53978,-8.912243,-8.679115,2021-06-22,HON,-0.002363903
53979,-8.986885,-8.683854,2021-06-23,HON,-0.0038591237
53980,-8.985534,-8.686858,2021-06-24,HON,0.014016652
53981,-9.08183,-8.707523,2021-06-25,HON,0.0048117773
53982,-9.087036,-8.744707,2021-06-28,HON,-0.008954667
53983,-9.032238,-8.68308,2021-06-29,HON,-0.0038822435
53984,-9.094394,-8.677859,2021-06-30,HON,0.015621728
53985,-9.067586,-8.6986265,2021-07-01,HON,0.005773137
53986,-9.200976,-8.726523,2021-07-02,HON,0.0031678535
53987,-9.340539,-8.780258,2021-07-06,HON,-0.012549042
53988,-8.896782,-8.679115,2021-07-07,HON,0.009924962
53989,-8.946508,-8.692491,2021-07-08,HON,-0.006453688
53990,-8.658835,-8.623106,2021-07-09,HON,0.022630908
53991,-8.845634,-8.7288,2021-07-12,HON,0.003026529
53992,-8.456643,-8.715082,2021-07-13,HON,-0.004186156
53993,-8.365247,-8.721683,2021-07-14,HON,0.016333217
53994,-8.347163,-8.721583,2021-07-15,HON,0.021886323
53995,-8.400902,-8.709091,2021-07-16,HON,-0.010709607
53996,-8.4102545,-8.715279,2021-07-19,HON,-0.04289001
53997,-7.864325,-8.258965,2021-07-20,HON,0.0399769
53998,-8.176369,-8.516386,2021-07-21,HON,0.009490657
53999,-8.266337,-8.64293,2021-07-22,HON,0.0038313398
54000,-8.291565,-8.626773,2021-07-23,HON,-0.014803543
54001,-8.890866,-8.918766,2021-07-26,HON,-0.0003052969
54002,-8.75301,-8.656733,2021-07-27,HON,0.0048301914
54003,-8.616822,-8.617665,2021-07-28,HON,0.0005641749
54004,-8.811802,-8.710956,2021-07-29,HON,0.0103158215
54005,-8.9052,-8.778836,2021-07-30,HON,0.003899977
54006,-8.962695,-8.741915,2021-08-02,HON,-0.005877197
54007,-8.889149,-8.708601,2021-08-03,HON,0.0009890985
54008,-8.91322,-8.757727,2021-08-04,HON,-0.013240069
54009,-8.886576,-8.756923,2021-08-05,HON,0.0012623242
54010,-9.063718,-8.811079,2021-08-06,HON,-0.00087039784
54011,-9.213808,-8.875782,2021-08-09,HON,-0.0063331435
54012,-9.011371,-8.835477,2021-08-10,HON,0.015866105
54013,-9.13123,-8.867062,2021-08-11,HON,0.009870054
54014,-9.150946,-8.879409,2021-08-12,HON,-0.0056096925
54015,-9.037315,-8.900555,2021-08-13,HON,-0.00077636406
54016,-9.165183,-8.924765,2021-08-16,HON,0.008507033
54017,-8.861762,-8.872693,2021-08-17,HON,-0.009845519
54018,-8.709581,-8.7559185,2021-08-18,HON,-0.013177828
54019,-8.639612,-8.678825,2021-08-19,HON,-0.003025323
54020,-8.484231,-8.562508,2021-08-20,HON,-0.00013174363
54021,-8.843117,-8.665349,2021-08-23,HON,0.0061732647
54022,-8.827658,-8.762655,2021-08-24,HON,0.005788287
54023,-8.949382,-8.790241,2021-08-25,HON,0.0009542399
54024,-8.95381,-8.783716,2021-08-26,HON,0.00095333025
54025,-8.940665,-8.750606,2021-08-27,HON,0.0011254925
54026,-9.212546,-8.880477,2021-08-30,HON,0.0031532822
54027,-9.248178,-8.892908,2021-08-31,HON,0.00017249558
54028,-9.266234,-8.841754,2021-09-01,HON,-0.00914
54029,-9.134867,-8.853735,2021-09-02,HON,0.0050784666
54030,-9.206376,-8.87046,2021-09-03,HON,-0.011364501
54031,-9.227231,-8.893446,2021-09-07,HON,-0.02406551
54032,-8.848051,-8.766891,2021-09-08,HON,0.0065723527
54033,-8.828803,-8.747805,2021-09-09,HON,-0.0065723527
54034,-8.8784485,-8.746705,2021-09-10,HON,-0.0025151595
54035,-8.794842,-8.68395,2021-09-13,HON,0.00551608
54036,-8.813041,-8.715279,2021-09-14,HON,-0.015367932
54037,-8.665157,-8.63271,2021-09-15,HON,0.0067891995
54038,-8.897105,-8.776705,2021-09-16,HON,-0.009244639
54039,-8.899368,-8.802944,2021-09-17,HON,-0.0052951234
54040,-8.846789,-8.583302,2021-09-20,HON,-0.012712621
54041,-8.153808,-8.289735,2021-09-21,HON,-0.0038548221
54042,-8.485546,-8.413212,2021-09-22,HON,0.009816712
54043,-8.7323675,-8.536794,2021-09-23,HON,0.012273464
54044,-8.986096,-8.657115,2021-09-24,HON,-0.0023240459
54045,-9.018111,-8.690255,2021-09-27,HON,-0.0059026917
54046,-8.98272,-8.67458,2021-09-28,HON,-0.013537758
54047,-8.516653,-8.502189,2021-09-29,HON,-0.00023261765
54048,-8.572283,-8.510074,2021-09-30,HON,-0.012359708
54049,-8.473918,-8.448449,2021-10-01,HON,0.015750565
54050,-8.619259,-8.500862,2021-10-04,HON,-0.006699881
54051,-8.352242,-8.372608,2021-10-05,HON,0.0070244283
54052,-8.6751585,-8.523076,2021-10-06,HON,0.0052707135
54053,-8.556412,-8.491078,2021-10-07,HON,0.0069388878
54054,-8.691518,-8.595401,2021-10-08,HON,-0.0030729035
54055,-8.612333,-8.632333,2021-10-11,HON,-0.011132012
54056,-8.336554,-8.559594,2021-10-12,HON,-0.004469073
54057,-8.270664,-8.563055,2021-10-13,HON,0.005815187
54058,-8.364421,-8.64274,2021-10-14,HON,0.013865759
54059,-8.480205,-8.802019,2021-10-15,HON,0.009697101
54060,-8.579163,-8.88679,2021-10-18,HON,-0.00040783957
54061,-8.5219145,-8.852786,2021-10-19,HON,0.0051988093
54062,-8.556048,-8.84742,2021-10-20,HON,0.008351716
54063,-8.516208,-8.852997,2021-10-21,HON,0.003927174
54064,-8.56096,-8.903795,2021-10-22,HON,-0.032225814
54065,-8.993544,-8.89829,2021-10-25,HON,0.00064376695
54066,-8.939674,-8.897643,2021-10-26,HON,0.0035791348
54067,-8.995127,-8.876208,2021-10-27,HON,-0.011980606
54068,-8.863139,-8.791569,2021-10-28,HON,0.012713207
54069,-8.996824,-8.807162,2021-10-29,HON,0.0006405857
54070,-9.0556555,-8.862397,2021-11-01,HON,0.005200979
54071,-9.092967,-8.860599,2021-11-02,HON,0.0064860187
54072,-9.036622,-8.87163,2021-11-03,HON,0.0072524473
54073,-8.952702,-8.87429,2021-11-04,HON,-0.0013923512
54074,-8.862397,-8.857533,2021-11-05,HON,0.015918294
54075,-9.010231,-8.83966,2021-11-08,HON,-0.001460856
54076,-8.877488,-8.803766,2021-11-09,HON,0.008908941
54077,-8.883149,-8.818729,2021-11-10,HON,-0.0059893606
54078,-8.881973,-8.8143835,2021-11-11,HON,-0.019713016
54079,-8.883364,-8.842802,2021-11-12,HON,0.006224648
54080,-9.006814,-8.835059,2021-11-15,HON,0.0003596637
54081,-8.950156,-8.817177,2021-11-16,HON,-0.004956751
54082,-9.039975,-8.906823,2021-11-17,HON,-0.0039831675
54083,-9.048787,-8.949382,2021-11-18,HON,0.00095197087
54084,-8.979013,-8.765175,2021-11-19,HON,-0.010064066
54085,-9.066296,-8.675447,2021-11-22,HON,-0.0016031883
54086,-8.875995,-8.616542,2021-11-23,HON,-0.009858651
54087,-8.685017,-8.6238575,2021-11-24,HON,-0.017702058
54088,-8.771842,-8.627809,2021-11-26,HON,-0.019029165
54089,-8.093874,-8.278951,2021-11-29,HON,-0.0026450588
54090,-8.548252,-8.486599,2021-11-30,HON,-0.026447017
54091,-8.053127,-8.269169,2021-12-01,HON,-0.014041957
54092,-7.860408,-8.098494,2021-12-02,HON,0.02270684
54093,-8.048752,-8.244609,2021-12-03,HON,-0.002453989
54094,-7.8350377,-8.005246,2021-12-06,HON,0.01342302
54095,-8.186914,-8.260844,2021-12-07,HON,0.0043541435
54096,-8.490024,-8.474266,2021-12-08,HON,-0.012141965
54097,-8.594105,-8.525311,2021-12-09,HON,0.006574966
54098,-8.637341,-8.524059,2021-12-10,HON,0.018326191
54099,-8.849313,-8.673135,2021-12-13,HON,-0.002768234
54100,-8.560686,-8.571001,2021-12-14,HON,-0.012262422
54101,-8.364751,-8.466868,2021-12-15,HON,0.014792317
54102,-8.611586,-8.545268,2021-12-16,HON,-0.00071535876
54103,-8.566978,-8.5092745,2021-12-17,HON,-0.021409757
54104,-8.578979,-8.468607,2021-12-20,HON,-0.026271818
54105,-8.201544,-8.285049,2021-12-21,HON,0.009065613
54106,-8.670536,-8.579254,2021-12-22,HON,0.0008426062
54107,-8.828907,-8.708307,2021-12-23,HON,0.01660727
54108,-9.072518,-8.575674,2021-12-27,HON,0.0058787973
54109,-8.821632,-8.573107,2021-12-28,HON,0.002998938
54110,-8.90639,-8.622542,2021-12-29,HON,0.0023155976
54111,-9.006586,-8.692977,2021-12-30,HON,-0.0020258545
57113,-7.936841,-8.642361,2017-01-18,IBM,-0.006513513
57114,-7.86986,-8.587912,2017-01-19,IBM,5.9950242e-05
57115,-7.922629,-8.5765915,2017-01-20,IBM,0.02217307
57116,-9.532315,-9.5401745,2017-01-23,IBM,0.0028104708
57117,-9.503225,-9.388025,2017-01-24,IBM,0.028076673
57118,-9.204239,-9.282625,2017-01-25,IBM,0.013495786
57119,-9.291658,-9.315684,2017-01-26,IBM,0.0020731203
57120,-9.396857,-9.291528,2017-01-27,IBM,-0.0076413453
57121,-9.551798,-9.291134,2017-01-30,IBM,-0.008496228
57122,-9.258992,-9.196717,2017-01-31,IBM,-0.007307637
57123,-9.276105,-9.184865,2017-02-01,IBM,-0.0013187698
57124,-9.331416,-9.216081,2017-02-02,IBM,0.0016625108
57125,-9.419529,-9.220634,2017-02-03,IBM,0.0070776553
57126,-9.475127,-9.32607,2017-02-06,IBM,0.00022747953
57127,-9.332487,-9.303636,2017-02-07,IBM,0.014676263
57128,-9.380741,-9.369796,2017-02-08,IBM,-0.004999589
57129,-9.456375,-9.375261,2017-02-09,IBM,0.0058860322
57130,-9.550901,-9.414918,2017-02-10,IBM,0.008261027
57131,-9.647608,-9.449831,2017-02-13,IBM,0.003798463
57132,-9.563488,-9.437232,2017-02-14,IBM,0.0042838533
57133,-9.650903,-9.4321575,2017-02-15,IBM,0.008568086
57134,-9.62997,-9.404201,2017-02-16,IBM,-0.0013769934
57135,-9.706957,-9.516689,2017-02-17,IBM,-0.0041977414
57136,-9.688631,-9.081713,2017-02-21,IBM,-0.0022719097
57137,-9.40018,-9.02235,2017-02-22,IBM,0.0049251644
57138,-9.462654,-9.003743,2017-02-23,IBM,0.0027563414
57139,-9.516983,-9.0069275,2017-02-24,IBM,-0.0016528929
57140,-9.562286,-8.9804735,2017-02-27,IBM,-0.010810916
57141,-9.338657,-8.929686,2017-02-28,IBM,0.002338401
57142,-9.36775,-8.921491,2017-03-01,IBM,0.011775574
57143,-9.503517,-8.972404,2017-03-02,IBM,-0.007834955
57144,-9.49769,-8.951926,2017-03-03,IBM,-0.0026623788
57145,-9.6529455,-9.004425,2017-03-06,IBM,0.0023299688
57146,-9.376356,-8.963809,2017-03-07,IBM,-0.00049882225
57147,-9.452532,-8.960359,2017-03-08,IBM,-0.005169119
57148,-9.523603,-8.977443,2017-03-09,IBM,-0.012730452
57149,-9.290609,-8.930015,2017-03-10,IBM,0.0036618728
57150,-9.36925,-8.941546,2017-03-13,IBM,-0.007733816
57151,-9.265586,-8.911159,2017-03-14,IBM,-0.0042024027
57152,-9.261834,-8.899584,2017-03-15,IBM,0.0005120474
57153,-9.348353,-8.932535,2017-03-16,IBM,0.00810088
57154,-9.506729,-8.983058,2017-03-17,IBM,-0.009011367
57155,-9.631836,-9.052626,2017-03-20,IBM,0.0002846165
57156,-9.662084,-9.099631,2017-03-21,IBM,-0.010412589
57157,-9.3711605,-8.918876,2017-03-22,IBM,0.005162634
57158,-9.415477,-8.90964,2017-03-23,IBM,0.00022883296
57159,-9.385962,-8.962361,2017-03-24,IBM,-0.005679063
57160,-9.448128,-9.09178,2017-03-27,IBM,-0.0003452244
57161,-9.381701,-9.089881,2017-03-28,IBM,0.004249461
57162,-9.506437,-9.147768,2017-03-29,IBM,-0.0032716345
57163,-9.574189,-9.162476,2017-03-30,IBM,-0.0004600345
57164,-9.643223,-9.175309,2017-03-31,IBM,0.0016091957
57165,-9.754349,-9.20537,2017-04-03,IBM,0.0020651682
57166,-9.684634,-9.1552305,2017-04-04,IBM,0.00011460661
57167,-9.431172,-9.113748,2017-04-05,IBM,-0.0094416365
57168,-9.043913,-9.054956,2017-04-06,IBM,-0.0024903729
57169,-8.977443,-9.083367,2017-04-07,IBM,-0.0017992401
57170,-8.75843,-9.008863,2017-04-10,IBM,-0.0054756356
57171,-8.395278,-9.007382,2017-04-11,IBM,-0.0036280688
57172,-8.263589,-8.905525,2017-04-12,IBM,0.00046887822
57173,-8.2429,-8.903687,2017-04-13,IBM,-0.0066433707
57174,-8.286319,-8.928372,2017-04-17,IBM,0.009218278
57175,-8.198807,-8.919093,2017-04-18,IBM,-0.006155669
57176,-8.168345,-8.776096,2017-04-19,IBM,-0.05041159
57177,-9.271943,-9.43061,2017-04-20,IBM,0.0037655528
57178,-9.588902,-9.602805,2017-04-21,IBM,-0.011900475
57179,-9.3135605,-9.53202,2017-04-24,IBM,0.0023043638
57180,-9.75468,-9.658139,2017-04-25,IBM,-0.0022420138
57181,-9.762468,-9.656249,2017-04-26,IBM,-0.0020596045
57182,-9.690071,-9.636663,2017-04-27,IBM,0.001623073
57183,-9.828812,-9.666826,2017-04-28,IBM,-0.00018714326
57184,-10.001337,-9.7008295,2017-05-01,IBM,-0.009087268
57185,-9.854204,-9.776298,2017-05-02,IBM,0.0016355291
57186,-9.986795,-9.778138,2017-05-03,IBM,-0.0029584889
57187,-9.958575,-9.766125,2017-05-04,IBM,0.0026441717
57188,-9.978085,-9.768788,2017-05-05,IBM,-0.025470972
57189,-9.671104,-9.669361,2017-05-08,IBM,-0.0033593932
57190,-9.223296,-9.506145,2017-05-09,IBM,-0.006030037
57191,-9.338254,-9.450968,2017-05-10,IBM,-0.005669846
57192,-9.466373,-9.476566,2017-05-11,IBM,-0.003974831
57193,-9.541215,-9.5185995,2017-05-12,IBM,-0.001860342
57194,-9.522572,-9.506145,2017-05-15,IBM,0.0075527057
57195,-9.560784,-9.559434,2017-05-16,IBM,0.014220889
57196,-9.617731,-9.587685,2017-05-17,IBM,-0.018056365
57197,-9.163952,-9.279363,2017-05-18,IBM,-0.0009943324
57198,-9.305088,-9.334631,2017-05-19,IBM,0.007927112
57199,-9.400318,-9.03489,2017-05-22,IBM,0.0043332744
57200,-9.593475,-9.070873,2017-05-23,IBM,-0.004004338
57201,-9.557934,-9.054839,2017-05-24,IBM,0.0031522978
57202,-9.621132,-9.090712,2017-05-25,IBM,0.00451409
57203,-9.718781,-9.111828,2017-05-26,IBM,-0.0046452372
57204,-9.835517,-9.1057205,2017-05-30,IBM,-0.0049963947
57205,-9.56951,-9.067938,2017-05-31,IBM,0.0059140665
57206,-9.57888,-9.062079,2017-06-01,IBM,0.00026203736
57207,-9.582519,-9.042985,2017-06-02,IBM,-0.0040693153
57208,-9.634481,-9.049717,2017-06-05,IBM,0.0023648439
57209,-9.548512,-9.006359,2017-06-06,IBM,-0.00026248442
57210,-9.588751,-9.012398,2017-06-07,IBM,-0.009164396
57211,-9.3424225,-8.967264,2017-06-08,IBM,0.0073908214
57212,-9.458941,-8.962918,2017-06-09,IBM,0.0130635435
57213,-9.334363,-8.980923,2017-06-12,IBM,0.0069839912
57214,-9.116631,-8.88529,2017-06-13,IBM,-0.0060110707
57215,-9.284193,-8.903471,2017-06-14,IBM,-0.0028565882
57216,-9.347948,-8.915937,2017-06-15,IBM,0.0026620799
57217,-9.400041,-8.897751,2017-06-16,IBM,0.007493575
57218,-9.632769,-8.998524,2017-06-19,IBM,-0.003481404
57219,-9.59317,-8.949824,2017-06-20,IBM,0.00071015855
57220,-9.594543,-8.89237,2017-06-21,IBM,-0.007514449
57221,-9.584188,-8.857322,2017-06-22,IBM,0.003958602
57222,-9.667301,-9.106079,2017-06-23,IBM,-0.0018800044
57223,-9.791907,-9.12024,2017-06-26,IBM,0.0072412547
57224,-9.773458,-9.123736,2017-06-27,IBM,-0.0030969766
57225,-9.694721,-9.061612,2017-06-28,IBM,0.0036765933
57226,-9.785515,-9.081003,2017-06-29,IBM,-0.0076911026
57227,-9.631369,-9.006586,2017-06-30,IBM,-0.0019483056
57228,-9.828297,-9.032123,2017-07-03,IBM,0.0113119725
57229,-9.688951,-9.005108,2017-07-05,IBM,-0.012352623
57230,-9.130383,-8.906823,2017-07-06,IBM,-0.008561305
57231,-8.783004,-8.853946,2017-07-07,IBM,0.003799546
57232,-8.659027,-8.903471,2017-07-10,IBM,0.003133571
57233,-8.167373,-8.86547,2017-07-11,IBM,-0.0015002775
57234,-8.0020075,-8.822151,2017-07-12,IBM,0.0033236695
57235,-7.8267574,-8.659888,2017-07-13,IBM,-0.0004555364
57236,-7.866318,-8.732567,2017-07-14,IBM,0.0039627166
57237,-7.8842854,-8.759234,2017-07-17,IBM,-0.008006552
57238,-7.7618413,-8.668133,2017-07-18,IBM,0.0064493236
57239,-7.581194,-8.446987,2017-07-19,IBM,-0.04292106
57240,-9.287595,-9.34027,2017-07-20,IBM,0.0008807887
57241,-9.667301,-9.579638,2017-07-21,IBM,-0.003935677
57242,-9.652631,-9.583278,2017-07-24,IBM,-0.00743853
57243,-9.629193,-9.497836,2017-07-25,IBM,0.0013690193
57244,-9.643066,-9.522719,2017-07-26,IBM,-0.0056937216
57245,-9.688631,-9.530836,2017-07-27,IBM,-0.0019970394
57246,-9.577517,-9.48262,2017-07-28,IBM,-0.005391221
57247,-9.672215,-9.485654,2017-07-31,IBM,0.0026301234
57248,-9.513755,-9.342557,2017-08-01,IBM,0.004345284
57249,-9.6835165,-9.457943,2017-08-02,IBM,-0.0058671436
57250,-9.659243,-9.39092,2017-08-03,IBM,0.0033864367
57251,-9.74791,-9.414499,2017-08-04,IBM,0.0015167187
57252,-9.632458,-9.479158,2017-08-07,IBM,-0.011710628
57253,-9.497981,-9.440056,2017-08-08,IBM,0.000975338
57254,-9.421628,-9.343365,2017-08-09,IBM,-0.0023953794
57255,-9.452816,-9.385549,2017-08-10,IBM,0.00049363566
57256,-9.2967825,-9.249719,2017-08-11,IBM,0.0
57257,-9.444301,-9.317943,2017-08-14,IBM,0.0033783815
57258,-9.733457,-9.558984,2017-08-15,IBM,-0.0017581495
57259,-9.616342,-9.475271,2017-08-16,IBM,0.003022106
57260,-9.870261,-9.62268,2017-08-17,IBM,-0.012712035
57261,-9.579789,-9.463225,2017-08-18,IBM,-0.007132698
57262,-9.665086,-9.017082,2017-08-21,IBM,0.0044995253
